model_name,t2t_eval_1,t2t_eval_2,m2m_eval_1,m2m_eval_2
gdpr_1_data_breach.json,N/A,N/A,0.3997335402465572,0.41057705433932495
gdpr_2_consent_to_use_the_data.json,N/A,N/A,0.3325213346361646,0.3549155425471215
