model_name,t2t_eval_1,t2t_eval_2,m2m_eval_1,m2m_eval_2
14_ground_truth.json,0.9133333333333334,0.7427777777777779,0.6116431529698678,0.5690386002886004
72_ground_truth.json,0.87,0.5684175084175084,0.6279443881732915,0.6807222777846841
8_ground_truth.json,0.8933333333333332,0.662051282051282,0.7676250063342636,0.7580397457087966
21_ground_truth.json,0.9133333333333334,0.702962962962963,0.816938040226774,0.7766991984038701
15_ground_truth.json,0.8966666666666666,0.6096581196581196,0.6984714537980681,0.6915190343378731
10_ground_truth.json,0.9266666666666667,0.6161111111111112,0.8001040333132486,0.7754688527972841
22_ground_truth.json,0.8866666666666667,0.8480952380952381,0.8735632183908045,0.8712121212121211
69_ground_truth.json,0.9166666666666666,0.5340909090909091,0.729492156239147,0.6887225430646483
23_ground_truth.json,0.9733333333333333,0.9866666666666667,0.7820810863983029,0.792739359406026
17_ground_truth.json,0.9,0.7870370370370371,0.9540186125211506,0.9655092592592592
68_ground_truth.json,0.89,0.5606045751633987,0.8461958724153941,0.8396683984199157
49_ground_truth.json,0.9466666666666667,0.7927777777777778,0.8540815602692652,0.8339449482032602
2_ground_truth.json,0.9666666666666667,0.8824481074481074,0.894965800895965,0.8603174044737513
61_ground_truth.json,0.9766666666666666,0.7279166666666667,0.7391097491000872,0.6670521559449608
64_ground_truth.json,0.94,0.7825000000000001,0.8415829625889684,0.8714933701775806
54_ground_truth.json,0.9366666666666666,0.6974999999999999,0.8358305692361356,0.8206092153460575
81_ground_truth.json,0.8966666666666666,0.6090476190476191,0.7617873474287585,0.82103844990907
0_ground_truth.json,0.9266666666666667,0.6855555555555556,0.773307687699908,0.7409750550375551
63_ground_truth.json,0.9133333333333332,0.683939393939394,0.80681376732928,0.84940872120506
19_ground_truth.json,0.8566666666666666,0.5429166666666666,0.6208907491925818,0.6084703784884219
1_ground_truth.json,0.8933333333333334,0.7269696969696969,0.7776133048586464,0.6320548925387636
30_ground_truth.json,0.9133333333333334,0.5257142857142857,0.6821121159438958,0.6566419741738484
53_ground_truth.json,N/A,N/A,N/A,N/A
