model_name,t2t_eval_1,t2t_eval_2,m2m_eval_1,m2m_eval_2
14_ground_truth.json,0.8866666666666667,0.7387878787878788,0.5633726292969986,0.5608686104000946
72_ground_truth.json,0.8433333333333333,0.7735185185185185,0.718385043263375,0.7150916213416213
8_ground_truth.json,0.9133333333333332,0.7635042735042735,0.7268308638636404,0.7215871320037986
21_ground_truth.json,0.8433333333333333,0.6167424242424242,0.894308943089431,0.8888888888888888
15_ground_truth.json,0.9133333333333334,0.6927777777777777,0.8156534685022879,0.8188277852751537
10_ground_truth.json,0.91,0.7605555555555555,0.8064404644976381,0.7910279852681813
22_ground_truth.json,0.89,0.7783333333333333,1.0,0.9999999999999999
69_ground_truth.json,0.9466666666666667,0.6973122529644269,0.7705486224869507,0.6984122387501067
23_ground_truth.json,0.91,0.9550000000000001,0.8336577991314443,0.8644651644651645
17_ground_truth.json,0.9133333333333334,0.8085185185185185,0.8457049585770358,0.8817216117216118
68_ground_truth.json,0.9233333333333332,0.8952331002331002,0.7929114605471367,0.8503147797418631
49_ground_truth.json,0.96,0.7762962962962963,0.8367504336741277,0.8405490559952802
2_ground_truth.json,0.9533333333333333,0.8466161616161615,0.9359130773762029,0.8996617722928207
61_ground_truth.json,0.9666666666666667,0.68125,0.7538406853103613,0.6986298292902066
64_ground_truth.json,0.9166666666666666,0.7202380952380952,0.8149270886930963,0.8553243497128946
54_ground_truth.json,0.8833333333333333,0.7541666666666668,0.9301234157950081,0.9320175438596491
81_ground_truth.json,0.9266666666666667,0.63,0.8216917480402572,0.7868520988852058
0_ground_truth.json,0.9633333333333333,0.8705555555555554,0.7697252679012395,0.793734440029803
63_ground_truth.json,0.9533333333333333,0.7796969696969697,0.871546199451609,0.8024316184070188
19_ground_truth.json,0.9166666666666666,0.6585648148148148,0.8393436577170501,0.8322519377997687
1_ground_truth.json,0.9633333333333333,0.7316666666666666,0.8582389170017671,0.8180134680134681
30_ground_truth.json,0.8433333333333333,0.7073809523809523,0.7558501896861577,0.7308447322940076
53_ground_truth.json,0.8933333333333334,0.7094871794871794,0.7551986900574206,0.8037309092273631
