model_name,t2t_eval_1,t2t_eval_2,m2m_eval_1,m2m_eval_2
logistics_signavio_2.json,0.6466666666666666,0.3302777777777778,0.7315372907153729,0.8731481481481481
manufacturing_bpmai_1.json,0.6333333333333333,0.3246031746031746,0.6999999999999998,0.875
logistics_bpmai_1.json,0.57,0.285,0.6196813721258166,0.6886684303350971
tourism_corradini_2.json,0.45999999999999996,0.22999999999999998,0.5607089086044382,0.6193559631059631
healthcare_klessascheck_1.json,0.41333333333333333,0.20666666666666667,0.5934376423328986,0.6556956115779645
manufacturing_lodhi_5.json,0.5966666666666667,0.29833333333333334,0.6218088267564936,0.6816690385831752
gdpr_4_right_of_portability.json,0.6699999999999999,0.33499999999999996,0.7218290825101971,0.8346560846560847
logistics_cimino_3.json,0.5033333333333333,0.25166666666666665,0.5624520017784752,0.6485809512125301
tourism_bpmai_1.json,0.5733333333333334,0.2866666666666667,0.5185974951558352,0.5716020891148514
gdpr_1_data_breach.json,0.62,0.31,0.5525812563726012,0.5926876812627775
healthcare_bpmai_2.json,0.5533333333333333,0.27666666666666667,0.6524907365313396,0.7067155067155068
gdpr_7_right_to_be_forgotten.json,0.5733333333333334,0.2866666666666667,0.7067172882701804,0.8172514619883041
tourism_fouad_3.json,0.5933333333333334,0.2966666666666667,0.6159593648133949,0.6917624521072797
manufacturing_aris_3.json,0.55,0.275,0.6141207989552382,0.7260141093474427
healthcare_bpmai_3.json,0.39999999999999997,0.19999999999999998,0.5339047662884838,0.5766539635707993
healthcare_redeker_5.json,0.6066666666666666,0.3033333333333333,0.6798990933962745,0.7658730158730158
healthcare_pufahl_4.json,0.6,0.3087719298245614,0.7235448896651547,0.8460957501280082
logistics_klessascheck_5.json,0.44999999999999996,0.23480392156862742,0.5735750892726362,0.642049248014618
manufacturing_bpmai_2.json,0.5933333333333334,0.2966666666666667,0.6716993660142444,0.783769063180828
manufacturing_tomaskova_4.json,0.66,0.33,0.582782446311858,0.6388888888888888
tourism_web_5.json,0.4466666666666666,0.2233333333333333,0.6094312534944942,0.6922398589065256
tourism_milanovic_4.json,0.54,0.27,0.7242053131087074,0.8888888888888888
logistics_ferreira_4.json,0.6533333333333333,0.32666666666666666,0.5880109433179858,0.6259288251825564
gdpr_2_consent_to_use_the_data.json,0.5299999999999999,0.26499999999999996,0.5874452191389756,0.622441297506657
gdpr_5_right_to_withdraw.json,0.5066666666666667,0.25333333333333335,0.6528133356090344,0.7389770723104055
